No.	Name	Chromosome No./Scaffold Id	BLAST (UniRef)	Gene ontology		
4373	KWMTBOMO04373	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC105841330_[Bombyx_mori]	GO:0005267	F	potassium channel activity
	1380 bp			GO:0016020	C	membrane
4374	KWMTBOMO04374	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101738890_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	3720 bp			GO:0015074	P	DNA integration
4375	KWMTBOMO04375	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC106129229_[Amyelois_transitella]			
	1572 bp					
4376	KWMTBOMO04376	Bomo_Chr8	Serine_3-dehydrogenase_[Operophtera_brumata]			
	765 bp					
4377	KWMTBOMO04377	Bomo_Chr8	mariner_transposase_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	1053 bp					
4378	KWMTBOMO04378	Bomo_Chr8	Uncharacterized_protein_OBRU01_10923_[Operophtera_brumata]			
	702 bp					
4379	KWMTBOMO04379	Bomo_Chr8	dynactin_4_protein_[Bombyx_mori]			
	546 bp					
4380	KWMTBOMO04380	Bomo_Chr8	PREDICTED:_PAB-dependent_poly(A)-specific_ribonuclease_subunit_PAN2_isoform_X2_[Bombyx_mori]	GO:0005515	F	protein binding
	2946 bp					
4381	KWMTBOMO04381	Bomo_Chr8	PREDICTED:_leucine-rich_repeat-containing_protein_1-like_[Bombyx_mori]	GO:0005515	F	protein binding
	477 bp					
4382	KWMTBOMO04382	Bomo_Chr8	Outer_membrane_efflux_protein_[Operophtera_brumata]			
	702 bp					
4383	KWMTBOMO04383	Bomo_Chr8	reverse_transcriptase_[Bombyx_mori]			
	3681 bp					
4384	KWMTBOMO04384	Bomo_Chr8	_putative_cuticle_protein_[Bombyx_mori]	GO:0042302	F	structural constituent of cuticle
	432 bp					
4385	KWMTBOMO04385	Bomo_Chr8	cuticular_protein_RR-1_motif_3_precursor_[Bombyx_mori]	GO:0042302	F	structural constituent of cuticle
	414 bp					
4386	KWMTBOMO04386	Bomo_Chr8	PREDICTED:_putative_polypeptide_N-acetylgalactosaminyltransferase_9_isoform_X1_[Bombyx_mori]			
	1815 bp					
4387	KWMTBOMO04387	Bomo_Chr8	PREDICTED:_putative_polypeptide_N-acetylgalactosaminyltransferase_9_[Bombyx_mori]			
	1221 bp					
4388	KWMTBOMO04388	Bomo_Chr8	PREDICTED:_serine-enriched_protein_isoform_X3_[Bombyx_mori]	GO:0005515	F	protein binding
	1080 bp					
4389	KWMTBOMO04389	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101739066_isoform_X1_[Bombyx_mori]			
	402 bp					
4390	KWMTBOMO04390	Bomo_Chr8	AF461149_1_transposase_[Bombyx_mori]	GO:0003677	F	DNA binding
	1041 bp					
4391	KWMTBOMO04391	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101739066_isoform_X1_[Bombyx_mori]	GO:0005515	F	protein binding
	417 bp					
4392	KWMTBOMO04392	Bomo_Chr8	gag-like_protein_[Bombyx_mori]			
	1623 bp					
4393	KWMTBOMO04393	Bomo_Chr8	reverse_transcriptase_[Bombyx_mori]			
	2694 bp					
4394	KWMTBOMO04394	Bomo_Chr8	endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori]			
	426 bp					
4395	KWMTBOMO04395	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC106135401_[Amyelois_transitella]			
	2748 bp					
4396	KWMTBOMO04396	Bomo_Chr8	alpha-amylase_precursor_[Bombyx_mori]	GO:0003824	F	catalytic activity
	1503 bp			GO:0005975	P	carbohydrate metabolic process
				GO:0043169	F	cation binding
4397	KWMTBOMO04397	Bomo_Chr8	PREDICTED:_alpha-amylase_4N-like_[Papilio_polytes]	GO:0003824	F	catalytic activity
	1518 bp			GO:0005975	P	carbohydrate metabolic process
				GO:0043169	F	cation binding
4398	KWMTBOMO04398	Bomo_Chr8	PREDICTED:_F-box/LRR-repeat_protein_4_isoform_X2_[Bombyx_mori]	GO:0005515	F	protein binding
	1071 bp					
4399	KWMTBOMO04399	Bomo_Chr8	PREDICTED:_F-box/LRR-repeat_protein_4_isoform_X2_[Bombyx_mori]			
	849 bp					
4400	KWMTBOMO04400	Bomo_Chr8	spliceosomal_protein_on_the_X_[Bombyx_mori]	GO:0000166	F	nucleotide binding
	1029 bp			GO:0003676	F	nucleic acid binding
4401	KWMTBOMO04401	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC105841331_[Bombyx_mori]			
	1845 bp					
4402	KWMTBOMO04402	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC105841335_[Bombyx_mori]			
	477 bp					
4403	KWMTBOMO04403	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC106139819_[Amyelois_transitella]			
	327 bp					
4404	KWMTBOMO04404	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101747137_[Bombyx_mori]			
	903 bp					
4405	KWMTBOMO04405	Bomo_Chr8	PREDICTED:_G-protein_coupled_receptor_Mth2-like_[Bombyx_mori]	GO:0004888	F	transmembrane receptor activity
	1137 bp			GO:0007166	P	cell surface receptor linked signal transduction
				GO:0016020	C	membrane
				GO:0004930	F	G-protein coupled receptor activity
				GO:0007186	P	G-protein coupled receptor protein signaling pathway
				GO:0016021	C	integral to membrane
4406	KWMTBOMO04406	Bomo_Chr8	PREDICTED:_inositol_polyphosphate_5-phosphatase_K-like_isoform_X3_[Plutella_xylostella]	GO:0046856	P	phosphoinositide dephosphorylation
	1473 bp					
4407	KWMTBOMO04407	Bomo_Chr8	geminin_[Bombyx_mori]	GO:0006275	P	regulation of DNA replication
	513 bp					
4408	KWMTBOMO04408	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101741884_[Bombyx_mori]	GO:0005515	F	protein binding
	951 bp			GO:0007165	P	signal transduction
4409	KWMTBOMO04409	Bomo_Chr8	PREDICTED:_probable_ATP-dependent_DNA_helicase_HFM1_[Amyelois_transitella]			
	336 bp					
4410	KWMTBOMO04410	Bomo_Chr8	cuticular_protein_hypothetical_5_precursor_[Bombyx_mori]	GO:0042302	F	structural constituent of cuticle
	324 bp					
4411	KWMTBOMO04411	Bomo_Chr8	cuticular_protein_hypothetical_5_[Danaus_plexippus]			
	1395 bp					
4412	KWMTBOMO04412	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC105842430_isoform_X1_[Bombyx_mori]			
	3135 bp					
4413	KWMTBOMO04413	Bomo_Chr8	PREDICTED:_loquacious_isoform_X5_[Bombyx_mori]			
	1140 bp					
4414	KWMTBOMO04414	Bomo_Chr8	gustatory_receptor_68_[Bombyx_mori]	GO:0016021	C	integral to membrane
	420 bp			GO:0050909	P	sensory perception of taste
4415	KWMTBOMO04415	Bomo_Chr8	"PREDICTED:_malate_dehydrogenase,_mitochondrial-like_[Bombyx_mori]"	GO:0016491	F	oxidoreductase activity
	255 bp					
4416	KWMTBOMO04416	Bomo_Chr8	"PREDICTED:_malate_dehydrogenase,_mitochondrial-like_[Bombyx_mori]"	GO:0003824	F	catalytic activity
	930 bp			GO:0005975	P	carbohydrate metabolic process
				GO:0016616	F	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
4417	KWMTBOMO04417	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC106132057_[Amyelois_transitella]			
	399 bp					
4418	KWMTBOMO04418	Bomo_Chr8	hypothetical_protein_KGM_19900_[Danaus_plexippus]			
	270 bp					
4419	KWMTBOMO04419	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC106132056_[Amyelois_transitella]			
	1800 bp					
4420	KWMTBOMO04420	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101742174_[Bombyx_mori]			
	813 bp					
4421	KWMTBOMO04421	Bomo_Chr8	reverse_transcriptase_[Danaus_plexippus]	GO:0003676	F	nucleic acid binding
	5049 bp			GO:0008270	F	zinc ion binding
4422	KWMTBOMO04422	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101742174_[Bombyx_mori]	GO:0005515	F	protein binding
	3588 bp					
4423	KWMTBOMO04423	Bomo_Chr8	"Leucine-rich_repeat-containing_G-protein_coupled_receptor_4,_partial_[Operophtera_brumata]"			
	996 bp					
4424	KWMTBOMO04424	Bomo_Chr8	PREDICTED:_LOW_QUALITY_PROTEIN:_proteasome_activator_complex_subunit_3_[Bombyx_mori]	GO:0008537	C	proteasome activator complex
	741 bp					
4425	KWMTBOMO04425	Bomo_Chr8	Histidine_protein_methyltransferase_1-like_protein_[Operophtera_brumata]			
	543 bp					
4426	KWMTBOMO04426	Bomo_Chr8	pyridoxine_5'-phosphate_oxidase_[Bombyx_mori]	GO:0004733	F	pyridoxamine-phosphate oxidase activity
	702 bp			GO:0008615	P	pyridoxine biosynthetic process
				GO:0010181	F	FMN binding
				GO:0016491	F	oxidoreductase activity
				GO:0016638	F	"oxidoreductase activity, acting on the CH-NH2 group of donors"
4427	KWMTBOMO04427	Bomo_Chr8	PREDICTED:_signal_recognition_particle_receptor_beta_subunit_isoform_X1_[Bombyx_mori]	GO:0005525	F	GTP binding
	753 bp			GO:0005622	C	intracellular
				GO:0007264	P	small GTPase mediated signal transduction
4428	KWMTBOMO04428	Bomo_Chr8	PREDICTED:_uncharacterized_protein_K02A2.6-like_[Stegastes_partitus]	GO:0015074	P	DNA integration
	3501 bp			GO:0003676	F	nucleic acid binding
4429	KWMTBOMO04429	Bomo_Chr8	PREDICTED:_protein_hairy_isoform_X2_[Bombyx_mori]	GO:0046983	F	protein dimerization activity
	786 bp			GO:0003677	F	DNA binding
				GO:0006355	P	"regulation of transcription, DNA-dependent"
4430	KWMTBOMO04430	Bomo_Chr8	PREDICTED:_putative_inorganic_phosphate_cotransporter_[Amyelois_transitella]	GO:0016021	C	integral to membrane
	1548 bp					
4431	KWMTBOMO04431	Bomo_Chr8	PREDICTED:_transmembrane_protein_19_isoform_X2_[Bombyx_mori]	GO:0016021	C	integral to membrane
	1005 bp					
4432	KWMTBOMO04432	Bomo_Chr8	nanos-like_protein_[Bombyx_mori]			
	954 bp					
4433	KWMTBOMO04433	Bomo_Chr8	"PREDICTED:_arf-GAP_with_coiled-coil,_ANK_repeat_and_PH_domain-containing_protein_2_[Bombyx_mori]"	GO:0005515	F	protein binding
	387 bp					
4434	KWMTBOMO04434	Bomo_Chr8	"PREDICTED:_arf-GAP_with_coiled-coil,_ANK_repeat_and_PH_domain-containing_protein_2_[Bombyx_mori]"	GO:0005096	F	GTPase activator activity
	990 bp					
4435	KWMTBOMO04435	Bomo_Chr8	integrase_core_domain_protein_[Lasius_niger]			
	1587 bp					
4436	KWMTBOMO04436	Bomo_Chr8	PREDICTED:_ESF1_homolog_[Papilio_xuthus]	GO:0005634	C	nucleus
	2028 bp					
4437	KWMTBOMO04437	Bomo_Chr8	PREDICTED:_TP53-regulated_inhibitor_of_apoptosis_1-like_[Amyelois_transitella]			
	249 bp					
4438	KWMTBOMO04438	Bomo_Chr8	DNA_cytosine-5_methyltransferase_[Bombyx_mori]	GO:0003677	F	DNA binding
	4230 bp			GO:0008270	F	zinc ion binding
				GO:0003682	F	chromatin binding
				GO:0003886	F	DNA (cytosine-5-)-methyltransferase activity
				GO:0005634	C	nucleus
				GO:0008168	F	methyltransferase activity
4439	KWMTBOMO04439	Bomo_Chr8	"PREDICTED:_serine--tRNA_ligase,_mitochondrial_[Papilio_polytes]"	GO:0000166	F	nucleotide binding
	885 bp			GO:0004828	F	serine-tRNA ligase activity
				GO:0005524	F	ATP binding
				GO:0005737	C	cytoplasm
				GO:0006434	P	seryl-tRNA aminoacylation
				GO:0004812	F	aminoacyl-tRNA ligase activity
				GO:0006418	P	tRNA aminoacylation for protein translation
4440	KWMTBOMO04440	Bomo_Chr8	PREDICTED:_KRR1_small_subunit_processome_component_homolog_[Plutella_xylostella]	GO:0003723	F	RNA binding
	900 bp			GO:0003676	F	nucleic acid binding
4441	KWMTBOMO04441	Bomo_Chr8	PREDICTED:_venom_protease-like_[Bombyx_mori]	GO:0004252	F	serine-type endopeptidase activity
	1074 bp			GO:0006508	P	proteolysis
4442	KWMTBOMO04442	Bomo_Chr8	methoprene-tolerant_protein_1_[Bombyx_mori]	GO:0046983	F	protein dimerization activity
	1545 bp					
4443	KWMTBOMO04443	Bomo_Chr8	Uncharacterized_protein_OBRU01_14229_[Operophtera_brumata]			
	435 bp					
4444	KWMTBOMO04444	Bomo_Chr8	nanos-M_[Bombyx_mori]			
	576 bp					
4445	KWMTBOMO04445	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC105841762_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	5565 bp			GO:0008270	F	zinc ion binding
4446	KWMTBOMO04446	Bomo_Chr8	PREDICTED:_putative_phospholipase_B-like_lamina_ancestor_[Amyelois_transitella]			
	2034 bp					
4447	KWMTBOMO04447	Bomo_Chr8	PREDICTED:_mucin-2-like_[Amyelois_transitella]	GO:0003676	F	nucleic acid binding
	3375 bp			GO:0015074	P	DNA integration
				GO:0007034	P	vacuolar transport
4448	KWMTBOMO04448	Bomo_Chr8	"gustatory_receptor_97,_partial_[Athetis_dissimilis]"			
	312 bp					
4449	KWMTBOMO04449	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101737183_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	3009 bp			GO:0008270	F	zinc ion binding
4450	KWMTBOMO04450	Bomo_Chr8	"gustatory_receptor,_partial_[Ostrinia_furnacalis]"			
	213 bp					
4451	KWMTBOMO04451	Bomo_Chr8	PREDICTED:_orcokinin_isoform_X1_[Bombyx_mori]			
	1248 bp					
4452	KWMTBOMO04452	Bomo_Chr8	hypothetical_protein_KGM_18357_[Danaus_plexippus]	GO:0006357	P	regulation of transcription from RNA polymerase II promoter
	1821 bp			GO:0016592	C	Srb-mediator complex
4453	KWMTBOMO04453	Bomo_Chr8	PREDICTED:_LOW_QUALITY_PROTEIN:_mediator_of_RNA_polymerase_II_transcription_subunit_1_[Papilio_machaon]			
	2928 bp					
4454	KWMTBOMO04454	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC106132075_[Amyelois_transitella]			
	639 bp					
4455	KWMTBOMO04455	Bomo_Chr8	hypothetical_protein_KGM_06855_[Danaus_plexippus]	GO:0005215	F	transporter activity
	1569 bp			GO:0016021	C	integral to membrane
				GO:0022857	F	transmembrane transporter activity
4456	KWMTBOMO04456	Bomo_Chr8	PREDICTED:_general_transcription_factor_IIH_subunit_2_[Papilio_polytes]	GO:0000439	C	core TFIIH complex
	1218 bp			GO:0006289	P	nucleotide-excision repair
				GO:0006351	P	"transcription, DNA-dependent"
				GO:0006281	P	DNA repair
				GO:0008270	F	zinc ion binding
4457	KWMTBOMO04457	Bomo_Chr8	ubiquitin-conjugating_enzyme_E2_[Bombyx_mori]			
	480 bp					
4458	KWMTBOMO04458	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101744580_[Bombyx_mori]			
	2610 bp					
4459	KWMTBOMO04459	Bomo_Chr8	PREDICTED:_sodium_channel_protein_Nach-like_[Bombyx_mori]	GO:0005272	F	sodium channel activity
	849 bp			GO:0006814	P	sodium ion transport
				GO:0016020	C	membrane
4460	KWMTBOMO04460	Bomo_Chr8	reverse_transcriptase_[Bombyx_mori]			
	1314 bp					
4461	KWMTBOMO04461	Bomo_Chr8	PREDICTED:_LOW_QUALITY_PROTEIN:_acylphosphatase-1-like_[Bombyx_mori]	GO:0003998	F	acylphosphatase activity
	306 bp					
4462	KWMTBOMO04462	Bomo_Chr8	PREDICTED:_sodium_channel_protein_Nach-like_[Amyelois_transitella]			
	258 bp					
4463	KWMTBOMO04463	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC106132048_[Amyelois_transitella]			
	393 bp					
4464	KWMTBOMO04464	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC105842449_[Bombyx_mori]			
	2022 bp					
4465	KWMTBOMO04465	Bomo_Chr8	PREDICTED:_uncharacterized_protein_F21D5.5_[Papilio_machaon]	GO:0005515	F	protein binding
	1587 bp					
4466	KWMTBOMO04466	Bomo_Chr8	PREDICTED:_acetyl-coenzyme_A_transporter_1_[Amyelois_transitella]	GO:0008521	F	acetyl-CoA transporter activity
	1548 bp			GO:0016021	C	integral to membrane
4467	KWMTBOMO04467	Bomo_Chr8	PREDICTED:_cationic_amino_acid_transporter_4_[Amyelois_transitella]	GO:0015171	F	amino acid transmembrane transporter activity
	1959 bp			GO:0016020	C	membrane
4468	KWMTBOMO04468	Bomo_Chr8	PREDICTED:_leucine-rich_repeat-containing_protein_1_[Bombyx_mori]	GO:0005515	F	protein binding
	2472 bp					
4469	KWMTBOMO04469	Bomo_Chr8	replication_protein_A2_[Bombyx_mori]	GO:0003677	F	DNA binding
	780 bp			GO:0005634	C	nucleus
				GO:0006260	P	DNA replication
				GO:0006281	P	DNA repair
				GO:0006310	P	DNA recombination
				GO:0003676	F	nucleic acid binding
4470	KWMTBOMO04470	Bomo_Chr8	PREDICTED:_LDLR_chaperone_boca_[Amyelois_transitella]			
	555 bp					
4471	KWMTBOMO04471	Bomo_Chr8	PREDICTED:_spindle_assembly_abnormal_protein_6_homolog_isoform_X2_[Bombyx_mori]			
	1779 bp					
4472	KWMTBOMO04472	Bomo_Chr8	Gag-like_protein_[Operophtera_brumata]			
	1857 bp					
4473	KWMTBOMO04473	Bomo_Chr8	PREDICTED:_protein_spinster_isoform_X2_[Amyelois_transitella]	GO:0016021	C	integral to membrane
	1329 bp					
4474	KWMTBOMO04474	Bomo_Chr8	cell_cycle_checkpoint_kinase_2_[Bombyx_mori]	GO:0005515	F	protein binding
	1587 bp			GO:0004672	F	protein kinase activity
				GO:0005524	F	ATP binding
				GO:0006468	P	protein amino acid phosphorylation
4475	KWMTBOMO04475	Bomo_Chr8	allatostatin_C_precursor_[Bombyx_mori]			
	378 bp					
4476	KWMTBOMO04476	Bomo_Chr8	allatostatin_CC_precursor_splicing_variant_b_[Chilo_suppressalis]			
	324 bp					
4477	KWMTBOMO04477	Bomo_Chr8	ribonucleic_acid_binding_protein_S1_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	921 bp			GO:0000166	F	nucleotide binding
4478	KWMTBOMO04478	Bomo_Chr8	PREDICTED:_cell_cycle_checkpoint_protein_RAD17_isoform_X2_[Bombyx_mori]			
	1461 bp					
4479	KWMTBOMO04479	Bomo_Chr8	NADH-ubiquinone_oxidoreductase_Fe-S_protein_7_[Bombyx_mori]	GO:0008137	F	NADH dehydrogenase (ubiquinone) activity
	633 bp			GO:0048038	F	quinone binding
				GO:0051539	F	"4 iron, 4 sulfur cluster binding"
				GO:0051536	F	iron-sulfur cluster binding
4480	KWMTBOMO04480	Bomo_Chr8	PREDICTED:_fibrosin-1-like_protein_isoform_X3_[Bombyx_mori]			
	4323 bp					
4481	KWMTBOMO04481	Bomo_Chr8	PREDICTED:_vitamin_K_epoxide_reductase_complex_subunit_1_[Plutella_xylostella]			
	468 bp					
4482	KWMTBOMO04482	Bomo_Chr8	PREDICTED:_serine/arginine_repetitive_matrix_protein_1_[Bombyx_mori]			
	627 bp					
4483	KWMTBOMO04483	Bomo_Chr8	PREDICTED:_zinc_finger_BED_domain-containing_protein_1-like_[Amyelois_transitella]	GO:0003677	F	DNA binding
	1992 bp			GO:0003676	F	nucleic acid binding
				GO:0046983	F	protein dimerization activity
4484	KWMTBOMO04484	Bomo_Chr8	reverse_transcriptase_[Danaus_plexippus]			
	2958 bp					
4485	KWMTBOMO04485	Bomo_Chr8	PREDICTED:_serine/arginine_repetitive_matrix_protein_1_[Bombyx_mori]			
	2901 bp					
4486	KWMTBOMO04486	Bomo_Chr8				
	207 bp					
4487	KWMTBOMO04487	Bomo_Chr8	UDP-glycosyltransferase_UGT39C1_precursor_[Bombyx_mori]	GO:0008152	P	metabolic process
	963 bp			GO:0016758	F	"transferase activity, transferring hexosyl groups"
4488	KWMTBOMO04488	Bomo_Chr8	UDP-glycosyltransferase_UGT39B1_precursor_[Bombyx_mori]	GO:0008152	P	metabolic process
	1563 bp			GO:0016758	F	"transferase activity, transferring hexosyl groups"
4489	KWMTBOMO04489	Bomo_Chr8	Uncharacterized_protein_OBRU01_00156_[Operophtera_brumata]	GO:0016627	F	"oxidoreductase activity, acting on the CH-CH group of donors"
	1272 bp			GO:0008152	P	metabolic process
				GO:0003995	F	acyl-CoA dehydrogenase activity
				GO:0050660	F	FAD binding
4490	KWMTBOMO04490	Bomo_Chr8	non-LTR_retrotransposon_R1Bmks_ORF2_protein_[Bombyx_mori]			
	1713 bp					
4491	KWMTBOMO04491	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101744340_[Bombyx_mori]	GO:0005515	F	protein binding
	3354 bp					
4492	KWMTBOMO04492	Bomo_Chr8	gag-like_protein_[Bombyx_mori]			
	1623 bp					
4493	KWMTBOMO04493	Bomo_Chr8	reverse_transcriptase_[Bombyx_mori]			
	2700 bp					
4494	KWMTBOMO04494	Bomo_Chr8	hypothetical_protein_TcasGA2_TC001839_[Tribolium_castaneum]	GO:0003676	F	nucleic acid binding
	1212 bp			GO:0008270	F	zinc ion binding
4495	KWMTBOMO04495	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101744481_[Bombyx_mori]			
	270 bp					
4496	KWMTBOMO04496	Bomo_Chr8	endonuclease-reverse_transcriptase_[Bombyx_mori]			
	399 bp					
4497	KWMTBOMO04497	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101744625_isoform_X2_[Bombyx_mori]			
	5445 bp					
4498	KWMTBOMO04498	Bomo_Chr8	PREDICTED:_UPF0454_protein_C12orf49_homolog_[Papilio_xuthus]			
	645 bp					
4499	KWMTBOMO04499	Bomo_Chr8	endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori]			
	2304 bp					
4500	KWMTBOMO04500	Bomo_Chr8	PREDICTED:_gamma-glutamyl_transpeptidase_isoform_X1_[Bombyx_mori]	GO:0003840	F	gamma-glutamyltransferase activity
	606 bp			GO:0006749	P	glutathione metabolic process
4501	KWMTBOMO04501	Bomo_Chr8	PREDICTED:_gamma-glutamyl_transpeptidase_isoform_X1_[Bombyx_mori]	GO:0003840	F	gamma-glutamyltransferase activity
	849 bp			GO:0006749	P	glutathione metabolic process
4502	KWMTBOMO04502	Bomo_Chr8	replication_protein_A1_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	1797 bp			GO:0003677	F	DNA binding
				GO:0005634	C	nucleus
				GO:0006260	P	DNA replication
				GO:0006281	P	DNA repair
				GO:0006310	P	DNA recombination
4503	KWMTBOMO04503	Bomo_Chr8	PREDICTED:_transmembrane_protein_47_[Amyelois_transitella]			
	546 bp					
4504	KWMTBOMO04504	Bomo_Chr8	PREDICTED:_DNA_repair_protein_RAD50_[Bombyx_mori]			
	453 bp					
4505	KWMTBOMO04505	Bomo_Chr8	PREDICTED:_DNA_repair_protein_RAD50_[Bombyx_mori]	GO:0000723	P	telomere maintenance
	3510 bp			GO:0005634	C	nucleus
				GO:0006281	P	DNA repair
				GO:0016887	F	ATPase activity
				GO:0030870	C	Mre11 complex
4506	KWMTBOMO04506	Bomo_Chr8	PREDICTED:_conserved_oligomeric_Golgi_complex_subunit_8_isoform_X2_[Bombyx_mori]	GO:0017119	C	Golgi transport complex
	1650 bp					
4507	KWMTBOMO04507	Bomo_Chr8	PREDICTED:_zinc_finger_protein_628_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	2217 bp			GO:0046872	F	metal ion binding
4508	KWMTBOMO04508	Bomo_Chr8	BET1-like_protein_[Bombyx_mori]	GO:0005515	F	protein binding
	339 bp					
4509	KWMTBOMO04509	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101745199_[Bombyx_mori]			
	1116 bp					
4510	KWMTBOMO04510	Bomo_Chr8	PREDICTED:_uncharacterized_protein_LOC101745349_[Bombyx_mori]			
	1473 bp					
4511	KWMTBOMO04511	Bomo_Chr8	WD_repeat-containing_protein_75_[Papilio_xuthus]	GO:0005515	F	protein binding
	2421 bp					
4512	KWMTBOMO04512	Bomo_Chr8	PREDICTED:_ribosome_biogenesis_protein_WDR12_homolog_[Amyelois_transitella]	GO:0005515	F	protein binding
	525 bp					
4513	KWMTBOMO04513	Bomo_Chr8	PREDICTED:_ribosome_biogenesis_protein_WDR12_homolog_[Amyelois_transitella]	GO:0005515	F	protein binding
	699 bp					
4514	KWMTBOMO04514	Bomo_Chr8	"RNA-binding_motif,_single-stranded-interacting_protein_1,_partial_[Operophtera_brumata]"	GO:0003723	F	RNA binding
	1167 bp			GO:0003676	F	nucleic acid binding
				GO:0000166	F	nucleotide binding
4515	KWMTBOMO04515	Bomo_Chr8	PREDICTED:_methyltransferase-like_protein_isoform_X2_[Papilio_machaon]			
	960 bp					
4516	KWMTBOMO04516	Bomo_Chr8	cytochrome_P450_333A3_[Manduca_sexta]	GO:0005506	F	iron ion binding
	1524 bp			GO:0016705	F	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
				GO:0020037	F	heme binding
